"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
-0.062,0,0,0,0,-0.124,1,1.67e-07,-0.00626,0.00813,0,-0,0.361,0,0.00414,-0.0111,0
-0.11,0,0,0,0,-0.22,1,1.67e-07,-0.00647,0.00878,0,-0,0.372,0,0.00382,-0.0107,0
-0.16,0,0,0,0,-0.32,1,1.67e-07,-0.00666,0.00944,0,-0,0.383,0,0.00352,-0.0102,0
-0.211,0,0,0,0,-0.423,1,1.67e-07,-0.00682,0.0101,0,-0,0.395,0,0.00323,-0.00984,0
-0.264,0,0,0,0,-0.528,1,1.67e-07,-0.00697,0.0108,0,-0,0.405,0,0.00297,-0.00944,0
-0.318,0,0,0,0,-0.635,1,1.67e-07,-0.00709,0.0115,0,-0,0.416,0,0.00272,-0.00905,0
-0.372,0,0,0,0,-0.745,1,1.67e-07,-0.00718,0.0122,0,-0,0.427,0,0.00249,-0.00867,0
-0.428,0,0,0,0,-0.855,1,1.67e-07,-0.00724,0.0129,0,-0,0.437,0,0.00228,-0.00829,0
-0.483,0,0,0,0,-0.967,1,1.67e-07,-0.00728,0.0136,0,-0,0.447,0,0.00208,-0.00793,0
-0.54,0,0,0,0,-1.08,1,1.67e-07,-0.00729,0.0143,0,-0,0.456,0,0.0019,-0.00758,0
-0.596,0,0,0,0,-1.19,1,1.67e-07,-0.00728,0.015,0,-0,0.466,0,0.00172,-0.00723,0
-0.652,0,0,0,0,-1.3,1,1.67e-07,-0.00724,0.0157,0,-0,0.475,0,0.00157,-0.0069,0
-0.708,0,0,0,0,-1.42,1,1.67e-07,-0.00717,0.0163,0,-0,0.483,0,0.00142,-0.00657,0
-0.763,0,0,0,0,-1.53,1,1.67e-07,-0.00709,0.017,0,-0,0.492,0,0.00128,-0.00626,0
