"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.0466,0,0,0,0,0.0933,1,1.67e-07,0.00254,0.000322,0,-0,6.6,0,0.642,-0.0147,0
0.0464,0,0,0,0,0.0928,1,1.67e-07,0.00254,0.000321,0,-0,6.6,0,0.639,-0.015,0
0.0462,0,0,0,0,0.0923,1,1.67e-07,0.00255,0.000321,0,-0,6.61,0,0.636,-0.0154,0
0.0459,0,0,0,0,0.0919,1,1.67e-07,0.00255,0.00032,0,-0,6.62,0,0.633,-0.0158,0
0.0457,0,0,0,0,0.0915,1,1.67e-07,0.00255,0.00032,0,-0,6.62,0,0.63,-0.0161,0
0.0455,0,0,0,0,0.091,1,1.67e-07,0.00256,0.000319,0,-0,6.63,0,0.627,-0.0165,0
0.0453,0,0,0,0,0.0907,1,1.67e-07,0.00256,0.000319,0,-0,6.63,0,0.624,-0.0169,0
0.0451,0,0,0,0,0.0903,1,1.67e-07,0.00257,0.000318,0,-0,6.64,0,0.621,-0.0173,0
0.045,0,0,0,0,0.0899,1,1.67e-07,0.00257,0.000317,0,-0,6.65,0,0.618,-0.0177,0
0.0448,0,0,0,0,0.0896,1,1.67e-07,0.00258,0.000317,0,-0,6.65,0,0.615,-0.0181,0
0.0446,0,0,0,0,0.0893,1,1.67e-07,0.00258,0.000316,0,-0,6.66,0,0.612,-0.0185,0
0.0445,0,0,0,0,0.089,1,1.67e-07,0.00259,0.000315,0,-0,6.66,0,0.608,-0.0188,0
0.0444,0,0,0,0,0.0887,1,1.67e-07,0.00259,0.000314,0,-0,6.67,0,0.605,-0.0192,0
0.0442,0,0,0,0,0.0884,1,1.67e-07,0.0026,0.000314,0,-0,6.67,0,0.602,-0.0196,0
0.0441,0,0,0,0,0.0882,1,1.67e-07,0.0026,0.000313,0,-0,6.68,0,0.599,-0.02,0
0.044,0,0,0,0,0.088,1,1.67e-07,0.0026,0.000312,0,-0,6.68,0,0.595,-0.0204,0
0.0439,0,0,0,0,0.0878,1,1.67e-07,0.00261,0.000311,0,-0,6.69,0,0.592,-0.0208,0
0.0438,0,0,0,0,0.0876,1,1.67e-07,0.00261,0.000311,0,-0,6.7,0,0.588,-0.0212,0
0.0437,0,0,0,0,0.0874,1,1.67e-07,0.00262,0.00031,0,-0,6.7,0,0.585,-0.0217,0
0.0436,0,0,0,0,0.0873,1,1.67e-07,0.00262,0.000309,0,-0,6.71,0,0.582,-0.0221,0
0.0436,0,0,0,0,0.0871,1,1.67e-07,0.00262,0.000308,0,-0,6.71,0,0.578,-0.0225,0
0.0435,0,0,0,0,0.087,1,1.67e-07,0.00263,0.000307,0,-0,6.72,0,0.575,-0.0229,0
0.0434,0,0,0,0,0.0869,1,1.67e-07,0.00263,0.000306,0,-0,6.72,0,0.571,-0.0233,0
0.0434,0,0,0,0,0.0868,1,1.67e-07,0.00264,0.000305,0,-0,6.73,0,0.567,-0.0237,0
0.0434,0,0,0,0,0.0867,1,1.67e-07,0.00264,0.000304,0,-0,6.73,0,0.564,-0.0241,0
0.0433,0,0,0,0,0.0867,1,1.67e-07,0.00264,0.000303,0,-0,6.73,0,0.56,-0.0246,0
0.0433,0,0,0,0,0.0867,1,1.67e-07,0.00265,0.000302,0,-0,6.74,0,0.557,-0.025,0
0.0433,0,0,0,0,0.0866,1,1.67e-07,0.00265,0.000301,0,-0,6.74,0,0.553,-0.0254,0
0.0433,0,0,0,0,0.0866,1,1.67e-07,0.00265,0.0003,0,-0,6.75,0,0.549,-0.0258,0
0.0433,0,0,0,0,0.0866,1,1.67e-07,0.00266,0.000299,0,-0,6.75,0,0.545,-0.0262,0
0.0433,0,0,0,0,0.0867,1,1.67e-07,0.00266,0.000298,0,-0,6.76,0,0.542,-0.0267,0
0.0434,0,0,0,0,0.0867,1,1.67e-07,0.00266,0.000297,0,-0,6.76,0,0.538,-0.0271,0
0.0434,0,0,0,0,0.0868,1,1.67e-07,0.00267,0.000296,0,-0,6.77,0,0.534,-0.0275,0
0.0434,0,0,0,0,0.0869,1,1.67e-07,0.00267,0.000295,0,-0,6.77,0,0.53,-0.0279,0
0.0435,0,0,0,0,0.087,1,1.67e-07,0.00267,0.000294,0,-0,6.77,0,0.526,-0.0284,0
0.0435,0,0,0,0,0.0871,1,1.67e-07,0.00268,0.000293,0,-0,6.78,0,0.522,-0.0288,0
0.0436,0,0,0,0,0.0872,1,1.67e-07,0.00268,0.000292,0,-0,6.78,0,0.519,-0.0292,0
0.0437,0,0,0,0,0.0873,1,1.67e-07,0.00268,0.000291,0,-0,6.79,0,0.515,-0.0296,0
0.0437,0,0,0,0,0.0875,1,1.67e-07,0.00269,0.00029,0,-0,6.79,0,0.511,-0.0301,0
