2.633742149011333566e+01,2.636267380619428735e+01,2.643843104764587792e+01,2.658301491631914359e+01,2.679784208779960863e+01,2.708400754431880841e+01,2.744274768270029341e+01,2.787561623597557769e+01,2.838451609071937298e+01,2.897169670833502408e+01,2.963975052048254355e+01,3.039161477797946276e+01,3.123057900173854762e+01,3.216029728143787025e+01,3.318480484292147992e+01,3.430853857571519683e+01,3.553636141853834118e+01,3.687359064807315434e+01,3.832603022785807667e+01,3.990000746748747673e+01,4.160241432839507780e+01,4.344075379847883056e+01,4.542319184869548820e+01,4.755861558456803806e+01,4.985669831807819463e+01,5.232797241459400084e+01,5.498391091973633849e+01,5.783701914764532859e+01,6.090093762131399302e+01,6.419055800536892775e+01,6.772215397173414431e+01,7.151352930147473330e+01,7.558418596767963038e+01,7.995551548497827810e+01,8.465101747774309615e+01,8.969655024593788539e+01,9.512061914072633328e+01,1.009547098622933561e+02,1.072336754416837721e+02,1.139961877777993493e+02,1.212852673221086945e+02,1.291489080478918083e+02,1.376408195036185305e+02,1.468213139514607519e+02,1.567583749372940929e+02,1.675289550133692273e+02,1.792205660559164642e+02,1.919332476807846035e+02,2.057820307385356386e+02,2.209000586214228292e+02,2.374425969825381628e+02,2.555922654658462250e+02,2.755659854153925039e+02,2.976243945749390605e+02,3.220849056487720645e+02,3.493403185963542228e+02,3.798862156475028655e+02,4.143628702401702526e+02,4.536224573964815363e+02,4.988433925023110760e+02,5.517401698122090465e+02,6.149891433128816516e+02,6.932155294150421696e+02,7.952976307414446637e+02,9.485370314863563408e+02
2.627627544824530759e+01,2.630895938083103047e+01,2.638861761058581124e+01,2.653371267162749803e+01,2.674847695227904154e+01,2.703440003872168518e+01,2.739271328447898668e+01,2.782492809336467587e+01,2.833291313370905584e+01,2.891889258165322474e+01,2.958543960428078634e+01,3.033547600119956655e+01,3.117227816521214834e+01,3.209948835740088668e+01,3.312113055490241464e+01,3.424163046151615220e+01,3.546583951244160460e+01,3.679906287332270409e+01,3.824709155965264529e+01,3.981623890552980782e+01,4.151338170331563759e+01,4.334600642603283660e+01,4.532226103806316075e+01,4.745101300137958589e+01,4.974191419827098315e+01,5.220547362142408332e+01,5.485313883288506531e+01,5.769738737014070296e+01,6.075182948673706562e+01,6.403132386437749801e+01,6.755210823316281221e+01,7.133194719901125325e+01,7.539030001821443250e+01,7.974851159899003505e+01,8.443003067529907923e+01,8.946065992377852183e+01,9.486884382612876720e+01,1.006860013775287541e+02,1.069469123883311994e+02,1.136901682322144040e+02,1.209587006109860852e+02,1.288004054447931708e+02,1.372688836517909863e+02,1.464243267728146805e+02,1.563345837286834126e+02,1.670764563545994861e+02,1.787372870524671384e+02,1.914169239283471313e+02,2.052301802117849263e+02,2.203099504344612001e+02,2.368112136102022873e+02,2.549162565018562532e+02,2.748416101919954144e+02,2.968474498415469043e+02,3.212506327686586474e+02,3.484432819530321694e+02,3.789201393834703708e+02,4.133204125819920591e+02,4.524948875835226545e+02,4.976201080558707872e+02,5.504079360942429275e+02,6.135308158261339031e+02,6.916077576281720667e+02,7.935066527047276850e+02,9.465139890401312641e+02
2.610343520899711578e+01,2.614006711145923134e+01,2.622203808943948644e+01,2.636963590625406084e+01,2.658471750847795079e+01,2.686937352718824457e+01,2.722537456880847628e+01,2.765448944058991998e+01,2.815868856193842618e+01,2.874022819806719298e+01,2.940168311348424623e+01,3.014596248785414900e+01,3.097632256831239417e+01,3.189638072955892056e+01,3.291013247478487358e+01,3.402197188384278093e+01,3.523671572135796026e+01,3.655963137035516297e+01,3.799646879173942438e+01,3.955349677252341678e+01,4.123754379941937032e+01,4.305604397544940554e+01,4.501708848610837777e+01,4.712948322053308914e+01,4.940281326507214033e+01,5.184751511520524758e+01,5.447495760120241926e+01,5.729753269839122254e+01,6.032875760070558613e+01,6.358338968412163439e+01,6.707755628441825024e+01,7.082890157380315088e+01,7.485675325910042943e+01,7.918231236072105617e+01,8.382886999287880769e+01,8.882205588592896106e+01,9.419012441674284730e+01,9.996428520314178456e+01,1.061790869548001126e+02,1.128728653657916681e+02,1.200882685340082361e+02,1.278728769091630966e+02,1.362799393973762676e+02,1.453692534032838353e+02,1.552082248708949805e+02,1.658731556707403172e+02,1.774508212799310058e+02,1.900404235918636004e+02,2.037560349278149090e+02,2.187296947220815468e+02,2.351153877008209179e+02,2.530942345888291811e+02,2.728813855337371592e+02,2.947353615465851817e+02,3.189710119389675924e+02,3.459779833195362357e+02,3.762479051850859832e+02,4.104159813264807326e+02,4.493276968059132628e+02,4.941523134625751936e+02,5.465911940125654382e+02,6.093006089863866919e+02,6.868722137898870415e+02,7.881219842575941357e+02,9.402129495645724546e+02
2.583534305283470900e+01,2.586983631567236586e+01,2.594960905709922727e+01,2.609564909483161799e+01,2.630869209074981185e+01,2.659017285174325806e+01,2.694178824404507111e+01,2.736539014479502185e+01,2.786302536439264799e+01,2.843698974908728871e+01,2.908986667388467140e+01,2.982455274670365242e+01,3.064427748146038510e+01,3.155262154042924294e+01,3.255353604065174977e+01,3.365136419732049688e+01,3.485086598416395276e+01,3.615724623857430942e+01,3.757618655499524607e+01,3.911388130704746402e+01,4.077707817663771550e+01,4.257312362923694593e+01,4.451001385173675118e+01,4.659645176105577491e+01,4.884191079884838871e+01,5.125670635271254838e+01,5.385207579081885854e+01,5.664026826964490624e+01,5.963464567952406981e+01,6.284979633761115281e+01,6.630166333222558706e+01,7.000768977855219077e+01,7.398698367894667172e+01,7.826050561168321451e+01,8.285128312595023203e+01,8.778465653231717170e+01,9.308856179170922474e+01,9.879385748193681138e+01,1.049347044393337001e+02,1.115490087429814423e+02,1.186789413795924588e+02,1.263715514052704805e+02,1.346794939962348394e+02,1.436619008665430783e+02,1.533854287210235441e+02,1.639255325752531292e+02,1.753680262040734874e+02,1.878110136327990460e+02,2.013673064824101289e+02,2.161674868884184377e+02,2.323638423345395836e+02,2.501354998553414930e+02,2.696952445072108731e+02,2.912987593835965754e+02,3.152574426197264756e+02,3.419566766807357112e+02,3.718827208516187852e+02,4.056638559264408173e+02,4.441363782842057617e+02,4.884568905822023908e+02,5.403084348761638012e+02,6.023189120210967076e+02,6.790315797190937701e+02,7.791692164250634960e+02,9.296626147229875414e+02
2.546415986793335051e+01,2.549519867896056979e+01,2.557218928678045700e+01,2.571452227286902570e+01,2.592306659726964213e+01,2.619901129163835307e+01,2.654387218615447352e+01,2.695943203406960720e+01,2.744772146617215469e+01,2.801102983158797599e+01,2.865192563228110600e+01,2.937327760093388562e+01,3.017827471477314916e+01,3.107044594879389621e+01,3.205368095711912702e+01,3.313225264888515653e+01,3.431084235488050638e+01,3.559456810008651217e+01,3.698901640687873993e+01,3.850027802817356815e+01,4.013498802680879862e+01,4.190037066275801436e+01,4.380428961589826287e+01,4.585530415589182951e+01,4.806273197203221059e+01,5.043671949623867334e+01,5.298832069480651086e+01,5.572958547336645552e+01,5.867365904050613779e+01,6.183489381600229251e+01,6.522897575897029299e+01,6.887306734140486242e+01,7.278596981886727235e+01,7.698830797221505406e+01,8.150274113788658781e+01,8.635420514288941263e+01,9.157019075852082324e+01,9.718106554283490084e+01,1.032204475350108055e+02,1.097256413022747950e+02,1.167381494688146120e+02,1.243042762798435916e+02,1.324758442582693476e+02,1.413110510022235360e+02,1.508755012339173902e+02,1.612434601995931303e+02,1.724993897092470263e+02,1.847398494199154584e+02,1.980758763822872481e+02,2.126360000803014429e+02,2.285701157800976375e+02,2.460545385499315785e+02,2.652987153214573368e+02,2.865543208431746507e+02,3.101278751083385714e+02,3.363987286432197834e+02,3.658455378665030935e+02,3.990867734306699504e+02,4.369456975598261010e+02,4.805609337340895877e+02,5.315894632089291463e+02,5.926187421601698588e+02,6.681227821873852690e+02,7.666902836555639169e+02,9.149106643818856810e+02
2.498922788249917204e+01,2.501660875287734598e+01,2.509007995050103901e+01,2.522746058904840183e+01,2.542971784013737491e+01,2.569802957265094534e+01,2.603383884443276131e+01,2.643885868993740829e+01,2.691506762734673686e+01,2.746471238627207612e+01,2.809031827935665859e+01,2.879470407881093763e+01,2.958099927873627522e+01,3.045266301774950790e+01,3.141350472532834459e+01,3.246770685714699312e+01,3.361985015124279386e+01,3.487494182633145812e+01,3.623844712671582613e+01,3.771632461881632281e+01,3.931506566685971649e+01,4.104173855823880501e+01,4.290403781040750886e+01,4.491033926986501257e+01,4.706976171013585031e+01,4.939223575131846644e+01,5.188858106163264949e+01,5.457059296557633843e+01,5.745113977929593574e+01,6.054427242869066106e+01,6.386534818871844266e+01,6.743117072500007225e+01,7.126014903609254247e+01,7.537247840602765336e+01,7.979034710697604282e+01,8.453817337402674070e+01,8.964287815138912663e+01,9.513420033946898968e+01,1.010450628326677815e+02,1.074119996334049176e+02,1.142756569026884677e+02,1.216813841610216116e+02,1.296799362653423202e+02,1.383283126556536331e+02,1.476907682619781497e+02,1.578400412264550141e+02,1.688588574733480527e+02,1.808417930387757337e+02,1.938976048662241851e+02,2.081521840810175092e+02,2.237523500059364210e+02,2.408708006979723280e+02,2.597126876432031963e+02,2.805245256848050985e+02,3.036065526552330311e+02,3.293303476779557286e+02,3.581647672605387243e+02,3.907156305009201560e+02,4.277893803005611062e+02,4.705014231656844572e+02,5.204750563361482136e+02,5.802453923501886948e+02,6.541966356865827947e+02,7.507431256569706193e+02,8.960235430785717199e+02
2.441123633894323319e+01,2.443505411834516394e+01,2.450436803147472986e+01,2.463582107224538476e+01,2.483041224213584997e+01,2.508934536540591864e+01,2.541405157607043108e+01,2.580620644041037792e+01,2.626773968067843157e+01,2.680084340676187082e+01,2.740798234942386813e+01,2.809190690306111193e+01,2.885566874101275658e+01,2.970263870398753170e+01,3.063652688330473950e+01,3.166140502289779235e+01,3.278173148643174528e+01,3.400237909991827934e+01,3.532866621725888479e+01,3.676639138767608017e+01,3.832187204134412184e+01,4.000198765788110222e+01,4.181422794405672505e+01,4.376674662357731904e+01,4.586842153473705253e+01,4.812892184327984779e+01,5.055878331106998047e+01,5.316949272022582562e+01,5.597358274260076172e+01,5.898473877280660105e+01,6.221791951821738564e+01,6.568949347289347429e+01,6.941739380868813214e+01,7.342129471473170099e+01,7.772281283046747546e+01,8.234573817941500806e+01,8.731629996306142516e+01,9.266347377289787346e+01,9.841933829905867981e+01,1.046194915586056453e+02,1.113035391754679466e+02,1.185156705117665581e+02,1.263053427493871084e+02,1.347280987386826610e+02,1.438465521264371603e+02,1.537315837645502654e+02,1.644638078991451948e+02,1.761353869862898023e+02,1.888523030153600928e+02,2.027372354253094784e+02,2.179332583135857249e+02,2.346086646773564723e+02,2.529633734306522683e+02,2.732376122130095837e+02,2.957239622045202054e+02,3.207845281449729100e+02,3.488762154823216974e+02,3.805894093548214414e+02,4.167100260958440572e+02,4.583251238631070805e+02,5.070168444773919418e+02,5.652562874602684815e+02,6.373176665779586756e+02,7.314014626783932727e+02,8.730861630243341551e+02
2.373163999694332205e+01,2.375203924378715570e+01,2.381674409238843282e+01,2.394147350703366683e+01,2.412726072438814384e+01,2.437533718443479813e+01,2.468713932550504353e+01,2.506432298318151197e+01,2.550877758088123670e+01,2.602263915619705159e+01,2.660830337612867424e+01,2.726843961576165043e+01,2.800600668358762491e+01,2.882427046754472855e+01,2.972682367651476554e+01,3.071760786140109900e+01,3.180093794331305901e+01,3.298152952223392020e+01,3.426452928140504639e+01,3.565554884347304210e+01,3.716070247888406897e+01,3.878664911894733791e+01,4.054063918830941304e+01,4.243056684661308964e+01,4.446502831914273202e+01,4.665338710390044241e+01,4.900584697106560128e+01,5.153353382429148155e+01,5.424858767706082574e+01,5.716426621807518416e+01,6.029506170597534265e+01,6.365683325655272995e+01,6.726695697911310390e+01,7.114449690100137502e+01,7.531040021415228125e+01,7.978772111588514804e+01,8.460187843889823966e+01,8.978095342697095305e+01,9.535603548635020843e+01,1.013616256273420504e+02,1.078361097421604455e+02,1.148223170319789119e+02,1.223681830626471339e+02,1.305275424702087719e+02,1.393610837953439159e+02,1.489375090918954356e+02,1.593349550061914215e+02,1.706427517438155803e+02,1.829636244817575630e+02,1.964164826902049015e+02,2.111400035188638356e+02,2.272973075255617346e+02,2.450821684919594077e+02,2.647274290809242530e+02,2.865166752765611591e+02,3.108008788928324861e+02,3.380228991091387911e+02,3.687549766763361845e+02,4.037588892639533924e+02,4.440883454473810161e+02,4.912770462682165657e+02,5.477206911272837715e+02,6.175637860189423236e+02,7.087544277222405071e+02,8.462015246397828605e+02
2.295262923738027183e+01,2.296972525153602618e+01,2.302949612574383309e+01,2.314684832565723127e+01,2.332286519581919393e+01,2.355880682095749279e+01,2.385611667458212182e+01,2.421643465486264191e+01,2.464161226707200214e+01,2.513372801400181089e+01,2.569510273765857988e+01,2.632831534566084031e+01,2.703621946257372954e+01,2.782196145684909538e+01,2.868900019653126776e+01,2.964112883272058241e+01,3.068249889489516846e+01,3.181764699186049938e+01,3.305152443581984301e+01,3.438953014003957520e+01,3.583754718170560238e+01,3.740198347150039382e+01,3.908981703160887378e+01,4.090864645609451600e+01,4.286674721402373223e+01,4.497313455895908163e+01,4.723763393171238789e+01,4.967095989059595240e+01,5.228480477995522335e+01,5.509193856000941025e+01,5.810632147724004426e+01,6.134323156532830978e+01,6.481940934552551425e+01,6.855322255988519942e+01,7.256485434378335242e+01,7.687651895545641878e+01,8.151271006928708118e+01,8.650048775870327233e+01,9.186981171426332082e+01,9.765393005831813866e+01,1.038898354605275927e+02,1.106188033099759593e+02,1.178870307143139939e+02,1.257464004361193872e+02,1.342554010629831680e+02,1.434802445036382323e+02,1.534962354424430657e+02,1.643894663868459247e+02,1.762589390601739296e+02,1.892192523115156462e+02,2.034040552007334668e+02,2.189705526966239120e+02,2.361054896931272538e+02,2.550332607323483671e+02,2.760271602337416539e+02,2.994254206998397763e+02,3.256548255192504939e+02,3.552668452008573468e+02,3.889956185521958787e+02,4.278566565679698215e+02,4.733281536052393221e+02,5.277193557452663981e+02,5.950258985336059823e+02,6.829061246690005191e+02,8.154902563205896513e+02
2.207707800744639215e+01,2.209093331294773677e+01,2.214551173760803948e+01,2.225493727042604064e+01,2.242034988117565675e+01,2.264303692238938126e+01,2.292444489511304084e+01,2.326619392773075035e+01,2.367009385347660455e+01,2.413816085572999270e+01,2.467263426447793861e+01,2.527599358815989561e+01,2.595097611387162573e+01,2.670059547712013881e+01,2.752816158858245998e+01,2.843730227307944247e+01,2.943198695290183053e+01,3.051655270091918482e+01,3.169573299775624520e+01,3.297468954931492391e+01,3.435904755433546143e+01,3.585493485593013219e+01,3.746902546644058418e+01,3.920858802265847487e+01,4.108153981011491851e+01,4.309650709310967898e+01,4.526289260442980833e+01,4.759095118914165568e+01,5.009187476532668626e+01,5.277788796738206401e+01,5.566235608244092248e+01,5.875990718770088961e+01,6.208657075898051403e+01,6.565993546542988213e+01,6.949932941383229945e+01,7.362602678691561664e+01,7.806348567126947557e+01,8.283762294203465615e+01,8.797713343094662264e+01,9.351386234305037704e+01,9.948324213085933820e+01,1.059248079567198033e+02,1.128828097184959063e+02,1.204069437269330791e+02,1.285532340045693616e+02,1.373851025564588326e+02,1.469746809289322016e+02,1.574044335695780887e+02,1.687691894705487243e+02,1.811787163276684112e+02,1.947610274593934037e+02,2.096666967561930619e+02,2.260745893578908863e+02,2.441996280883165298e+02,2.643035676096411066e+02,2.867103543238221164e+02,3.118287413937594579e+02,3.401868999618334328e+02,3.724879578560140772e+02,4.097045560823409005e+02,4.532525682923986778e+02,5.053441182858567231e+02,5.698074491001154911e+02,6.539751152744016736e+02,7.810900754926923355e+02
