"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.023265,0,0,0,0,0.046529,1,1.6667e-07,8.0633e-05,6.978e-06,0,-0,80.212,0,0.36966,-0.043801,0
0.024667,0,0,0,0,0.049335,1,1.6667e-07,8.165e-05,6.8641e-06,0,-0,79.399,0,0.35494,-0.045057,0
0.026151,0,0,0,0,0.052301,1,1.6667e-07,8.2715e-05,6.7415e-06,0,-0,78.583,0,0.34013,-0.046284,0
0.02772,0,0,0,0,0.055441,1,1.6667e-07,8.3833e-05,6.6091e-06,0,-0,77.765,0,0.32523,-0.047478,0
0.029384,0,0,0,0,0.058767,1,1.6667e-07,8.5005e-05,6.4656e-06,0,-0,76.944,0,0.31027,-0.048638,0
0.031148,0,0,0,0,0.062297,1,1.6667e-07,8.6235e-05,6.3099e-06,0,-0,76.12,0,0.29525,-0.049759,0
0.033024,0,0,0,0,0.066047,1,1.6667e-07,8.7526e-05,6.1403e-06,0,-0,75.293,0,0.28019,-0.050839,0
0.035018,0,0,0,0,0.070037,1,1.6667e-07,8.8881e-05,5.9555e-06,0,-0,74.462,0,0.2651,-0.051874,0
0.037144,0,0,0,0,0.074288,1,1.6667e-07,9.0303e-05,5.7538e-06,0,-0,73.629,0,0.25,-0.052862,0
0.039411,0,0,0,0,0.078822,1,1.6667e-07,9.1796e-05,5.5332e-06,0,-0,72.792,0,0.2349,-0.053798,0
0.041832,0,0,0,0,0.083664,1,1.6667e-07,9.3363e-05,5.2918e-06,0,-0,71.952,0,0.21981,-0.054681,0
0.044421,0,0,0,0,0.088842,1,1.6667e-07,9.5008e-05,5.0274e-06,0,-0,71.109,0,0.20475,-0.055507,0
0.047192,0,0,0,0,0.094384,1,1.6667e-07,9.6735e-05,4.7377e-06,0,-0,70.263,0,0.18973,-0.056273,0
0.05016,0,0,0,0,0.10032,1,1.6667e-07,9.8547e-05,4.42e-06,0,-0,69.413,0,0.17477,-0.056976,0
0.053342,0,0,0,0,0.10668,1,1.6667e-07,0.00010045,4.0714e-06,0,-0,68.56,0,0.15987,-0.057612,0
0.056755,0,0,0,0,0.11351,1,1.6667e-07,0.00010244,3.6891e-06,0,-0,67.703,0,0.14506,-0.05818,0
0.060417,0,0,0,0,0.12083,1,1.6667e-07,0.00010454,3.2695e-06,0,-0,66.841,0,0.13034,-0.058676,0
0.064349,0,0,0,0,0.1287,1,1.6667e-07,0.00010674,2.809e-06,0,-0,65.976,0,0.11573,-0.059097,0
0.068572,0,0,0,0,0.13714,1,1.6667e-07,0.00010904,2.3036e-06,0,-0,65.106,0,0.10125,-0.059441,0
0.073106,0,0,0,0,0.14621,1,1.6667e-07,0.00011146,1.7489e-06,0,-0,64.232,0,0.086899,-0.059706,0
0.077975,0,0,0,0,0.15595,1,1.6667e-07,0.000114,1.1401e-06,0,-0,63.352,0,0.072698,-0.059889,0
0.083204,0,0,0,0,0.16641,1,1.6667e-07,0.00011666,4.7182e-07,0,-0,62.466,0,0.058658,-0.059988,0
0.088817,0,0,0,0,0.17763,1,1.6667e-07,0.00011946,-2.6175e-07,0,-0,61.575,0,0.044794,-0.060002,0
0.09484,0,0,0,0,0.18968,1,1.6667e-07,0.00012239,-1.0671e-06,0,-0,60.677,0,0.031116,-0.059928,0
0.1013,0,0,0,0,0.20261,1,1.6667e-07,0.00012547,-1.9515e-06,0,-0,59.773,0,0.017638,-0.059765,0
0.10823,0,0,0,0,0.21647,1,1.6667e-07,0.0001287,-2.923e-06,0,-0,58.862,0,0.0043727,-0.059512,0
0.11566,0,0,0,0,0.23133,1,1.6667e-07,0.00013209,-3.9905e-06,0,-0,57.942,0,-0.0086689,-0.059168,0
