"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,          76,      -5.587488557,       -5.11839917,      -5.141987306,       -9.80234596
          0,           0,          77,      -5.586088947,      -5.115460014,      -5.135696981,      -9.801648682
          0,           0,          78,      -5.584811418,      -5.112566142,      -5.129216001,      -9.800960779
          0,           0,          79,      -5.583606647,      -5.109726077,      -5.122641804,      -9.800276495
          0,           0,          80,      -5.582464132,       -5.10692742,      -5.116037101,      -9.799570043
          0,           0,          81,      -5.581365076,       -5.10415422,      -5.109471359,      -9.798881638
          0,           0,          82,      -5.580266944,      -5.101413129,      -5.103017294,       -9.79815273
          0,           0,          83,       -5.57911202,      -5.098732993,      -5.096745156,      -9.797356446
          0,           0,          84,      -5.577842103,      -5.096153818,      -5.090711993,      -9.796570663
          0,           0,          85,      -5.576394463,      -5.093715228,      -5.084968554,      -9.795763875
          0,           0,          86,      -5.574769312,      -5.091431798,      -5.079514668,      -9.794915103
          0,           0,          87,      -5.572962907,      -5.089307405,      -5.074351771,       -9.79397211
          0,           0,          88,       -5.57096157,      -5.087354781,      -5.069477976,      -9.793038035
          0,           0,          89,      -5.568758254,      -5.085589734,      -5.064884343,      -9.792021167
          0,           0,          90,      -5.566346935,      -5.084026951,      -5.060559804,      -9.790908354
          0,           0,          91,      -5.563718577,      -5.082675685,       -5.05649387,      -9.789658664
          0,           0,          92,      -5.560898399,      -5.081526614,      -5.052660355,      -9.788404873
          0,           0,          93,      -5.557932159,      -5.080549414,      -5.049024035,      -9.787029516
          0,           0,          94,      -5.554855919,      -5.079708703,      -5.045553339,      -9.785522151
          0,           0,          95,      -5.551703653,         -5.078969,      -5.042220978,      -9.783822705
          0,           0,          96,      -5.548494405,      -5.078293523,      -5.039008848,      -9.782098059
          0,           0,          97,       -5.54523629,      -5.077651945,      -5.035906539,      -9.780241236
          0,           0,          98,      -5.541939363,      -5.077016063,      -5.032904772,      -9.778220487
          0,           0,          99,      -5.538599834,      -5.076357664,      -5.030001485,      -9.776023569
          0,           0,         100,      -5.535258771,      -5.075642143,      -5.027175196,      -9.773719538
          0,           0,         101,      -5.531940104,      -5.074824236,      -5.024402664,      -9.771360622
          0,           0,         102,      -5.528652294,      -5.073871875,       -5.02166621,      -9.768827416
          0,           0,         103,      -5.525402003,      -5.072764649,       -5.01895177,      -9.766148388
          0,           0,         104,      -5.522189387,      -5.071492496,      -5.016246133,       -9.76327763
          0,           0,         105,      -5.519002852,      -5.070055725,      -5.013541001,      -9.760503396
          0,           0,         106,      -5.515828903,       -5.06846296,      -5.010829292,      -9.757564723
          0,           0,         107,      -5.512655013,      -5.066724195,      -5.008106184,      -9.754515487
          0,           0,         108,      -5.509477986,      -5.064843952,      -5.005362545,      -9.751288205
          0,           0,         109,      -5.506312984,      -5.062817523,      -5.002579925,      -9.748052898
          0,           0,         110,      -5.503166537,      -5.060637782,      -4.999743437,      -9.744811431
          0,           0,         111,      -5.500036389,      -5.058305581,      -4.996846816,      -9.741410093
          0,           0,         112,      -5.496919172,      -5.055827407,      -4.993889072,      -9.737876909
          0,           0,         113,      -5.493812343,      -5.053211787,       -4.99087124,      -9.734105721
          0,           0,         114,      -5.490706104,      -5.050471499,       -4.98780086,      -9.730542456
          0,           0,         115,      -5.487589861,      -5.047623352,      -4.984689081,      -9.726772221
          0,           0,         116,       -5.48445954,       -5.04468191,      -4.981545686,      -9.722815166
          0,           0,         117,      -5.481311078,      -5.041659328,      -4.978382707,       -9.71860876
          0,           0,         118,      -5.478158227,      -5.038559753,      -4.975200969,      -9.714326744
          0,           0,         119,      -5.475020439,      -5.035381056,      -4.971997046,      -9.710052534
          0,           0,         120,      -5.471907446,      -5.032126454,      -4.968772587,      -9.705528141
          0,           0,         121,      -5.468820874,      -5.028806045,      -4.965534217,      -9.700694676
          0,           0,         122,      -5.465761934,      -5.025436043,      -4.962288122,      -9.695465549
          0,           0,         123,      -5.462726685,      -5.022035369,      -4.959041889,      -9.690455013
          0,           0,         124,      -5.459704366,       -5.01862652,      -4.955807705,      -9.685060215
          0,           0,         125,      -5.456684747,      -5.015233612,      -4.952595854,      -9.679283763
          0,           0,         126,      -5.453656732,      -5.011877122,      -4.949417887,      -9.673023204
          0,           0,         127,      -5.450617356,      -5.008567214,      -4.946277994,      -9.666719776
          0,           0,         128,      -5.447569254,      -5.005309753,       -4.94317592,      -9.660267272
          0,           0,         129,      -5.444517882,      -5.002106035,      -4.940108084,      -9.653396965
          0,           0,         130,       -5.44146289,      -4.998959567,      -4.937073376,      -9.645991055
          0,           0,         131,      -5.438397098,       -4.99587829,      -4.934075067,      -9.638200208
          0,           0,         132,      -5.435315199,      -4.992864063,      -4.931113685,      -9.630654035
          0,           0,         133,      -5.432208559,      -4.989918688,      -4.928191204,      -9.622566841
          0,           0,         134,      -5.429063611,      -4.987048727,      -4.925312809,      -9.614031272
          0,           0,         135,      -5.425873206,      -4.984257571,      -4.922479025,       -9.60491943
          0,           0,         136,      -5.422634651,      -4.981542453,      -4.919688283,      -9.596161702
          0,           0,         137,      -5.419359028,      -4.978893789,      -4.916926522,      -9.587057702
          0,           0,         138,      -5.416049525,      -4.976295592,      -4.914184481,      -9.577609393
          0,           0,         139,       -5.41271548,      -4.973736631,      -4.911448152,      -9.567649065
          0,           0,         140,      -5.409357873,      -4.971207082,      -4.908709031,      -9.557696833
          0,           0,         141,      -5.405972446,      -4.968703627,      -4.905962608,      -9.548096869
          0,           0,         142,      -5.402559677,      -4.966220768,      -4.903198777,      -9.538066147
          0,           0,         143,      -5.399110933,      -4.963753954,      -4.900418551,      -9.527791248
          0,           0,         144,      -5.395621455,      -4.961299615,      -4.897622569,      -9.517264705
          0,           0,         145,      -5.392099038,       -4.95884829,      -4.894802566,      -9.507265824
          0,           0,         146,      -5.388560011,      -4.956387479,      -4.891945619,      -9.497248616
          0,           0,         147,      -5.385008253,      -4.953906042,       -4.88905304,      -9.487093675
          0,           0,         148,      -5.381453534,      -4.951399087,      -4.886126588,      -9.476792668
          0,           0,         149,      -5.377902355,       -4.94886595,      -4.883175685,      -9.466557405
          0,           0,         150,      -5.374356367,      -4.946313125,      -4.880222661,      -9.456847135
          0,           0,         151,       -5.37083004,      -4.943752648,      -4.877284388,      -9.447271691
          0,           0,         152,      -5.367330667,      -4.941200589,      -4.874397642,      -9.437615237
          0,           0,         153,      -5.363874963,      -4.938680749,      -4.871600109,      -9.428051237
          0,           0,         154,      -5.360504214,      -4.936212005,      -4.868917488,      -9.418569041
          0,           0,         155,      -5.357268662,      -4.933813061,      -4.866377245,      -9.409558387
          0,           0,         156,      -5.354205436,      -4.931509256,      -4.864021865,      -9.400896917
          0,           0,         157,      -5.351363878,      -4.929328197,      -4.861885346,      -9.392230073
